学号,性别,民族,省份,语文,外语,数学
1181020201747 ,女,汉族,江西省,106,127,100
1181020201748 ,女,汉族,江西省,117,116,106
1181020201749 ,女,汉族,江西省,99,111,116
1181020201750 ,女,汉族,江西省,102,131,86
1181020201751 ,女,汉族,江西省,109,116,114
1181020201752 ,女,汉族,江西省,108,129,100
1181020201753 ,女,汉族,江西省,105,113,113
1181020201754 ,女,汉族,江西省,109,110,110
1181020201755 ,男,汉族,江西省,100,89,118
1181020201756 ,男,汉族,江西省,112,117,113
1181020201757 ,女,汉族,江西省,105,118,105
1181020201758 ,男,汉族,江西省,95,99,103
1181020201759 ,男,汉族,江西省,102,109,98
1181020201760 ,女,汉族,江西省,114,111,96
1181020201761 ,女,汉族,江西省,93,118,121
1181020201762 ,男,汉族,江西省,112,87,115
1181020201763 ,男,汉族,江西省,91,103,111
1181020201764 ,男,汉族,江西省,104,109,122
1181020201765 ,女,汉族,江西省,98,105,105
1181020201766 ,女,汉族,江西省,109,131,103
1181020201767 ,女,汉族,江西省,118,118,94
1181020201768 ,男,汉族,江西省,103,102,88
1181020201769 ,男,汉族,江西省,102,107,116
1181020201770 ,男,汉族,江西省,94,97,113
1181020201771 ,女,汉族,江西省,105,119,109
1181020201772 ,女,汉族,江西省,113,103,109
1181020201773 ,男,汉族,江西省,100,119,108
1181020201774 ,男,汉族,江西省,96,115,105
1181020201775 ,男,汉族,江西省,106,85,102
1181020201776 ,男,汉族,江西省,105,117,131
1181020201777 ,男,汉族,江西省,105,124,128
1181020201778 ,女,汉族,江西省,98,122,120
1181020201779 ,女,汉族,江西省,109,119,116
1181020201780 ,女,汉族,江西省,108,127,110
1181020201781 ,男,汉族,江西省,107,117,107
1181020201782 ,男,汉族,吉林省,114,102,90
1181020201783 ,男,汉族,陕西省,97,105,87
1181020201784 ,女,汉族,陕西省,101,108,92
1181020201785 ,女,汉族,陕西省,113,101,76
1181020201786 ,女,汉族,陕西省,110,97,88
1181020201787 ,男,汉族,陕西省,97,90,84
1181020201788 ,男,汉族,陕西省,111,68,90
1181020201789 ,女,汉族,陕西省,104,108,58
1181020201790 ,女,汉族,陕西省,102,95,86
1181020201791 ,男,汉族,陕西省,86,111,99
1181020201792 ,女,汉族,海南省,209,229,194
1181020201793 ,女,汉族,海南省,174,214,214
1181020201794 ,男,汉族,海南省,191,222,202
1181020201795 ,男,汉族,甘肃省,107,119,80
1181020201796 ,男,布依族,贵州省,107,114,83
1181020201797 ,女,布依族,贵州省,117,85,84
1181020201798 ,男,彝族,贵州省,113,84,88
1181020201799 ,女,汉族,贵州省,106,97,80
1181020201800 ,男,汉族,贵州省,105,37,111
1181020201801 ,男,布依族,贵州省,113,104,68
1181020201802 ,男,汉族,贵州省,111,58,104
1181020201803 ,女,汉族,贵州省,117,99,77
1181020201804 ,男,汉族,贵州省,105,100,76
1181020201805 ,男,汉族,贵州省,104,78,90
1181020201806 ,男,彝族,贵州省,99,72,79
1181020201807 ,女,白族,贵州省,102,92,73
1181020201808 ,男,汉族,贵州省,98,73,82
1181020201809 ,男,汉族,贵州省,98,66,101
1181020201810 ,女,汉族,贵州省,104,74,82
1181020201811 ,男,汉族,贵州省,115,93,95
1181020201812 ,女,汉族,贵州省,105,104,86
1181020201813 ,女,汉族,贵州省,117,115,75
1181020201814 ,女,汉族,贵州省,113,120,66
1181020201815 ,男,汉族,湖南省,118,90,124
1181020201816 ,男,汉族,湖南省,106,107,113
1181020201817 ,男,汉族,湖南省,104,121,93
1181020201818 ,男,汉族,湖南省,113,128,103
1181020201819 ,男,汉族,湖南省,115,112,106
1181020201820 ,女,汉族,湖南省,108,123,119
1181020201821 ,男,汉族,湖南省,104,111,108
1181020201822 ,女,汉族,湖南省,106,126,94
1181020201823 ,男,汉族,湖南省,103,117,108
1181020201824 ,男,汉族,湖南省,106,111,102
1181020201825 ,男,汉族,湖南省,119,103,110
1181020201826 ,男,汉族,内蒙古自治区,113,121.9,105.5
1181020201827 ,男,汉族,内蒙古自治区,86.5,100,93
1181020201828 ,男,蒙古族,内蒙古自治区,116.5,131.9,63
1181020201829 ,女,汉族,内蒙古自治区,114.5,106.9,84.5
1181020201830 ,男,汉族,内蒙古自治区,97.5,77.5,93
1181020201831 ,男,汉族,内蒙古自治区,97.5,83.8,88.5
1181020201832 ,女,蒙古族,内蒙古自治区,101.5,95,90
1181020201833 ,女,汉族,内蒙古自治区,97,111.3,78
1181020201834 ,女,满族,内蒙古自治区,97.5,99.4,76
1181020201835 ,女,汉族,内蒙古自治区,123.5,95.6,67
1181020201836 ,男,汉族,内蒙古自治区,112,100.6,
1181020201837 ,女,汉族,内蒙古自治区,120.5,50,
1181020201838 ,男,汉族,内蒙古自治区,106.5,78.1,
1181020201839 ,男,汉族,宁夏回族自治区,103,97,102
1181020201840 ,男,汉族,宁夏回族自治区,82,81,97
1181020201841 ,女,汉族,宁夏回族自治区,105,109,66
1181020201842 ,男,汉族,宁夏回族自治区,96,64,91
1181020201843 ,女,汉族,宁夏回族自治区,101,99,73
1181020201844 ,女,汉族,宁夏回族自治区,94,106,81
1181020201845 ,女,汉族,宁夏回族自治区,110,75,92
1181020201846 ,男,汉族,宁夏回族自治区,94,75,92
1181020201847 ,女,汉族,宁夏回族自治区,103,87,81
1181020201848 ,女,汉族,宁夏回族自治区,106,64,89
1181020201849 ,女,回族,宁夏回族自治区,99,97,67
1181020201850 ,女,汉族,宁夏回族自治区,103,87,79
1181020201851 ,女,汉族,宁夏回族自治区,93,105,76
1181020201852 ,女,汉族,宁夏回族自治区,99,95,67
1181020201853 ,女,汉族,宁夏回族自治区,98,86,74
1181020201854 ,女,汉族,宁夏回族自治区,100,82,85
1181020201855 ,男,汉族,宁夏回族自治区,86,72,88
1181020201856 ,女,汉族,宁夏回族自治区,115,82,89
1181020201857 ,女,汉族,宁夏回族自治区,97,94,89
1181020201858 ,男,汉族,新疆维吾尔族自治区,119,119,98
1181020201859 ,女,汉族,新疆维吾尔族自治区,107,93,116
1181020201860 ,男,汉族,新疆维吾尔族自治区,121,108,88
1181020201861 ,女,汉族,新疆维吾尔族自治区,119,106,105
1181020201862 ,男,汉族,新疆维吾尔族自治区,100,91,108
1181020201863 ,女,汉族,新疆维吾尔族自治区,108,118,82
1181020201864 ,女,汉族,新疆维吾尔族自治区,101,115,100
1181020201865 ,男,汉族,新疆维吾尔族自治区,91,64,111
1181020201866 ,男,汉族,安徽省,113,90,115
1181020201867 ,女,汉族,安徽省,108,114,116
1181020201868 ,男,汉族,安徽省,106,85,111
1181020201869 ,男,汉族,安徽省,106,109,107
1181020201870 ,女,汉族,安徽省,113,97,106
1181020201871 ,男,汉族,安徽省,114,92,97
1181020201872 ,男,汉族,安徽省,105,86,114
1181020201873 ,女,汉族,安徽省,109,111,104
1181020201874 ,女,汉族,安徽省,116,107,100
1181020201875 ,女,汉族,安徽省,124,121,86
1181020201876 ,女,汉族,安徽省,108,104,93
1181020201877 ,男,汉族,安徽省,109,124,93
1181020201878 ,男,汉族,安徽省,107,91,102
1181020201879 ,男,汉族,安徽省,90,97,120
1181020201880 ,男,汉族,安徽省,116,103,97
1181020201881 ,男,汉族,安徽省,106,112,92
1181020201882 ,男,汉族,安徽省,115,122,92
1181020201883 ,女,汉族,安徽省,108,102,94
1181020201884 ,男,汉族,安徽省,118,91,96
1181020201885 ,女,汉族,安徽省,112,107,107
1181020201886 ,女,汉族,安徽省,114,122,93
1181020201887 ,男,汉族,安徽省,110,114,83
1181020201888 ,女,汉族,安徽省,114,94,106
1181020201889 ,女,汉族,安徽省,115,103,102
1181020201890 ,男,汉族,安徽省,105,46,115
1181020201891 ,男,汉族,安徽省,104,109,81
1181020201892 ,男,汉族,安徽省,105,93,103
1181020201893 ,女,汉族,安徽省,110,89,109
1181020201894 ,男,汉族,安徽省,108,67,96
1181020201895 ,男,汉族,安徽省,87,90,110
1181020201896 ,女,汉族,安徽省,107,103,95
1181020201897 ,女,汉族,安徽省,108,132,79
1181020201898 ,男,汉族,安徽省,116,122,122
1181020201899 ,男,汉族,安徽省,107,108,109
1181020201900 ,女,汉族,安徽省,106,119,100
1181020201901 ,男,汉族,安徽省,107,108,117
1181020201902 ,女,壮族,广西壮族自治区,103,107,106
1181020201903 ,女,瑶族,广西壮族自治区,96,110,95
1181020201904 ,男,壮族,广西壮族自治区,106,117,94
1181020201905 ,男,汉族,广西壮族自治区,105,105,94
1181020201906 ,男,汉族,广西壮族自治区,99,107,94
1181020201907 ,女,汉族,广西壮族自治区,112,130,93
1181020201908 ,女,瑶族,广西壮族自治区,107,107,84
1181020201909 ,女,回族,广西壮族自治区,104,98,81
1181020201910 ,女,汉族,广西壮族自治区,110,121,91
1181020201911 ,男,汉族,广西壮族自治区,108,129,73
1181020201912 ,女,汉族,广西壮族自治区,95,121,93
1181020201913 ,女,汉族,广西壮族自治区,106,109,92
1181020201914 ,女,汉族,广西壮族自治区,104,116,94
1181020201915 ,女,瑶族,广西壮族自治区,113,131,72
1181020201916 ,女,壮族,广西壮族自治区,107,117,82
1181020201917 ,男,汉族,广西壮族自治区,106,107,88
1181020201918 ,女,壮族,广西壮族自治区,106,96,99
1181020201919 ,男,苗族,广西壮族自治区,104,88,111
1181020201920 ,女,汉族,广西壮族自治区,105,110,97
1181020201921 ,女,壮族,广西壮族自治区,111,100,97
1181020201922 ,女,汉族,广西壮族自治区,115,113,99
1181020201923 ,男,汉族,广西壮族自治区,109,97,83
1181020201924 ,女,汉族,广西壮族自治区,105,102,94
1181020201925 ,男,汉族,广西壮族自治区,105,89,110
1181020201926 ,女,壮族,广西壮族自治区,105,106,79
1181020201927 ,女,汉族,广西壮族自治区,99,112,100
1181020201928 ,女,汉族,广西壮族自治区,107,106,98
1181020201929 ,女,汉族,广西壮族自治区,106,114,89
1181020201930 ,女,汉族,广西壮族自治区,111,123,83
1181020201931 ,男,壮族,广西壮族自治区,112,103,85
1181020201932 ,女,汉族,广西壮族自治区,106,120,76
1181020201933 ,男,汉族,广西壮族自治区,103,112,80
1181020201934 ,女,壮族,广西壮族自治区,109,123,95
1181020201935 ,女,壮族,广西壮族自治区,109,121,83
1181020201936 ,女,汉族,广西壮族自治区,111,101,93
1181020201937 ,女,汉族,广西壮族自治区,111,101,89
1181020201938 ,男,汉族,广西壮族自治区,110,83,94
1181020201939 ,女,汉族,广西壮族自治区,101,92,95
1181020201940 ,女,汉族,广西壮族自治区,99,120,76
1181020201941 ,男,汉族,广西壮族自治区,102,104,69
1181020201942 ,女,汉族,广西壮族自治区,107,122,94
1181020201943 ,女,汉族,广西壮族自治区,110,68,102
1181020201944 ,女,汉族,广西壮族自治区,109,87,80
1181020201945 ,女,汉族,广西壮族自治区,106,98,89
1181020201946 ,女,汉族,广西壮族自治区,97,110,93
1181020201947 ,女,壮族,广西壮族自治区,102,72,85
1181020201948 ,女,汉族,广西壮族自治区,104,110,76
1181020201949 ,女,汉族,广西壮族自治区,105,95,78
1181020201950 ,男,汉族,广西壮族自治区,106,99,68
1181020201951 ,女,汉族,广西壮族自治区,108,95,70
1181020201952 ,女,汉族,广西壮族自治区,102,100,97
1181020201953 ,女,汉族,广西壮族自治区,102,110,73
1181020201954 ,女,汉族,广西壮族自治区,97,101,102
1181020201955 ,女,汉族,广西壮族自治区,105,89,88
1181020201956 ,女,汉族,广西壮族自治区,100,88,94
1181020201957 ,女,汉族,广西壮族自治区,106,78,94
1181020201958 ,女,汉族,广西壮族自治区,101,92,88
1181020201959 ,女,瑶族,广西壮族自治区,97,85,96
1181020201960 ,男,壮族,广西壮族自治区,98,89,102
1181020201961 ,男,汉族,广西壮族自治区,110,81,88
1181020201962 ,女,汉族,广西壮族自治区,103,103,80
1181020201963 ,女,壮族,广西壮族自治区,114,92,75
1181020201964 ,女,瑶族,广西壮族自治区,112,79,93
1181020201965 ,男,壮族,广西壮族自治区,116,75,85
1181020201966 ,女,汉族,广西壮族自治区,113,71,83
1181020201967 ,女,壮族,广西壮族自治区,112,97,76
1181020201968 ,男,汉族,广西壮族自治区,113,95,66
1181020201969 ,男,汉族,广西壮族自治区,109,96,90
1181020201970 ,女,汉族,广西壮族自治区,115,102,80
1181020201971 ,女,汉族,广西壮族自治区,117,87,67
1181020201972 ,女,汉族,广西壮族自治区,103,90,70
1181020201973 ,女,汉族,广西壮族自治区,102,103,74
1181020201974 ,女,汉族,广西壮族自治区,102,83,101
1181020201975 ,男,壮族,广西壮族自治区,109,75,67
1181020201976 ,女,汉族,广西壮族自治区,103,93,86
1181020201977 ,女,汉族,广西壮族自治区,96,99,76
1181020201978 ,男,壮族,广西壮族自治区,106,94,59
1181020201979 ,女,汉族,广西壮族自治区,104,90,79
1181020201980 ,女,回族,宁夏回族自治区,106,90,50
1181020201981 ,女,汉族,宁夏回族自治区,91,78,68
1181020201982 ,女,汉族,宁夏回族自治区,99,81,76
1181020201983 ,女,汉族,河北省,114,122,84
1181020201984 ,女,汉族,甘肃省,103,90,88
1181020201985 ,男,汉族,甘肃省,96,104,74
1181020201986 ,男,汉族,甘肃省,103,78,96
1181020201987 ,女,汉族,甘肃省,99,132,78
1181020201988 ,男,汉族,甘肃省,100,98,88
1181020201989 ,女,汉族,甘肃省,107,98,87
1181020201990 ,女,汉族,甘肃省,101,88,102
1181020201991 ,女,汉族,甘肃省,97,110,89
1181020201992 ,男,汉族,甘肃省,99,118,62
1181020201993 ,女,汉族,甘肃省,111,106,70
1181020201994 ,男,汉族,甘肃省,119,112,88
1181020201995 ,女,汉族,甘肃省,101,111,76
1181020201996 ,女,汉族,甘肃省,103,109,72
1181020201997 ,女,汉族,甘肃省,94,91,96
1181020201998 ,男,汉族,甘肃省,93,70,94
1181020201999 ,男,汉族,甘肃省,103,81,80
1181020202000 ,女,汉族,甘肃省,99,100,98
1181020202001 ,女,汉族,甘肃省,95,104,91
1181020202002 ,女,汉族,甘肃省,112,100,76
1181020202003 ,女,汉族,甘肃省,109,104,73
1181020202004 ,女,汉族,甘肃省,118,111,86
1181020202005 ,男,汉族,甘肃省,107,92,85
1181020202006 ,女,汉族,甘肃省,100,100,80
1181020202007 ,男,汉族,甘肃省,99,70,78
1181020202008 ,男,汉族,甘肃省,105,98,74
1181020202009 ,女,汉族,甘肃省,109,83,71
1181020202010 ,女,汉族,甘肃省,117,91,94
1181020202011 ,女,汉族,甘肃省,112,89,113
1181020202012 ,女,汉族,甘肃省,105,101,99
1181020202013 ,男,汉族,甘肃省,119,71,122
1181020202014 ,男,汉族,甘肃省,107,99,107
1181020202015 ,女,汉族,甘肃省,120,86,89
1181020202016 ,女,汉族,河南省,113,122,112
1181020202017 ,男,回族,河南省,122,90,107
1181020202018 ,男,汉族,河南省,100,113,119
1181020202019 ,女,汉族,河南省,116,118,119
1181020202020 ,男,汉族,河南省,112,112,100
1181020202021 ,女,汉族,河南省,120,134,82
1181020202022 ,女,汉族,河南省,116,93,130
1181020202023 ,男,汉族,河南省,108,104,107
1181020202024 ,男,汉族,河南省,111,106,101
1181020202025 ,女,汉族,河南省,122,111,119
1181020202026 ,男,汉族,河南省,112,120,81
1181020202027 ,男,汉族,河南省,108,89,118
1181020202028 ,女,汉族,河南省,116,110,99
1181020202029 ,女,汉族,河南省,123,133,91
1181020202030 ,女,汉族,河南省,108,101,119
1181020202031 ,女,汉族,河南省,123,116,101
1181020202032 ,女,汉族,河南省,116,127,103
1181020202033 ,男,汉族,河南省,114,101,117
1181020202034 ,女,汉族,河南省,113,124,114
1181020202035 ,女,汉族,河南省,107,123,120
1181020202036 ,男,汉族,河南省,121,99,122
1181020202037 ,女,汉族,河南省,111,100,117
1181020202038 ,男,汉族,河南省,111,116,101
1181020202039 ,男,汉族,河南省,111,103,99
1181020202040 ,男,汉族,河南省,111,103,118
1181020202041 ,男,汉族,河南省,106,102,115
1181020202042 ,女,汉族,河南省,122,122,109
1181020202043 ,女,汉族,河南省,120,108,118
1181020202044 ,男,汉族,河南省,117,108,106
1181020202045 ,男,汉族,河南省,107,111,133
1181020202046 ,女,汉族,河南省,121,113,97
1181020202047 ,女,汉族,河南省,117,106,118
1181020202048 ,女,汉族,河南省,114,112,115
1181020202049 ,男,汉族,河南省,112,99,127
1181020202050 ,女,汉族,河南省,112,76,120
1181020202051 ,男,汉族,河南省,111,101,120
1181020202052 ,女,汉族,河南省,109,119,104
1181020202053 ,女,汉族,河南省,106,121,114
1181020202054 ,女,汉族,河南省,126,115,102
1181020202055 ,女,汉族,河南省,114,117,98
1181020202056 ,男,汉族,河南省,108,71,118
1181020202057 ,男,汉族,河南省,100,87,113
1181020202058 ,女,汉族,河南省,119,108,89
1181020202059 ,女,汉族,河南省,117,101,125
1181020202060 ,男,汉族,河南省,112,94,129
1181020202061 ,女,汉族,河南省,125,108,113
1181020202062 ,男,汉族,河南省,121,88,107
1181020202063 ,男,汉族,河南省,116,106,121
1181020202064 ,女,汉族,河南省,114,104,102
1181020202065 ,男,汉族,河南省,121,89,116
1181020202066 ,女,汉族,河南省,113,111,127
1181020202067 ,男,汉族,河南省,112,89,110
1181020202068 ,女,汉族,河南省,112,135,109
1181020202069 ,男,汉族,河南省,110,108,111
1181020202070 ,女,汉族,河南省,107,111,108
1181020202071 ,男,汉族,河南省,122,112,112
1181020202072 ,女,汉族,河南省,120,98,121
1181020202073 ,女,汉族,河南省,120,119,94
1181020202074 ,男,汉族,河南省,117,100,113
1181020202075 ,女,汉族,河南省,117,116,105
1181020202076 ,女,汉族,河南省,115,124,101
1181020202077 ,男,汉族,河南省,114,131,110
1181020202078 ,男,汉族,河南省,114,111,103
1181020202079 ,男,汉族,河南省,119,98,114
1181020202080 ,女,汉族,河南省,118,118,119
1181020202081 ,女,汉族,河南省,129,123,102
1181020202082 ,女,汉族,河南省,120,124,112
1181020202083 ,男,汉族,河南省,121,110,111
1181020202084 ,男,汉族,河南省,116,101,117
1181020202085 ,女,汉族,河南省,120,119,116
1181020202086 ,女,汉族,河南省,123,107,111
1181020202087 ,女,汉族,河南省,120,113,112
1181020202088 ,女,汉族,河南省,119,110,125
1181020202089 ,女,汉族,河南省,117,101,100
1181020202090 ,男,汉族,河南省,129,109,111
1181020202091 ,男,汉族,内蒙古自治区,98,81.3,91
1181020202092 ,男,汉族,山西省,99,127,112
1181020202093 ,男,汉族,山西省,95,99,121
1181020202094 ,女,汉族,山西省,111,114,102
1181020202095 ,女,汉族,山西省,95,114,123
1181020202096 ,男,汉族,山西省,109,117,85
1181020202097 ,女,汉族,山西省,99,106,111
1181020202098 ,女,汉族,山西省,119,114,104
1181020202099 ,男,汉族,山西省,112,98,119
1181020202100 ,男,汉族,山西省,103,109,106
1181020202101 ,女,汉族,山西省,100,125,104
1181020202102 ,女,汉族,山西省,107,126,111
1181020202103 ,女,汉族,山西省,108,110,113
1181020202104 ,女,汉族,山西省,99,110,107
1181020202105 ,女,汉族,山西省,104,104,120
1181020202106 ,女,汉族,山西省,119,73,113
1181020202107 ,男,汉族,山西省,107,113,103
1181020202108 ,女,汉族,山西省,118,100,100
1181020202109 ,男,汉族,山西省,103,88,106
1181020202110 ,男,汉族,山西省,98,108,116
1181020202111 ,男,汉族,山西省,96,93,121
1181020202112 ,女,汉族,山西省,113,110,97
1181020202113 ,女,汉族,山西省,105,114,94
1181020202114 ,男,汉族,山西省,96,106,117
1181020202115 ,男,汉族,山西省,97,99,110
1181020202116 ,女,汉族,山西省,108,105,103
1181020202117 ,女,汉族,山西省,108,96,101
1181020202118 ,女,汉族,山西省,105,105,100
1181020202119 ,女,汉族,山西省,100,108,98
1181020202120 ,女,汉族,山西省,106,130,88
1181020202121 ,男,汉族,山西省,118,95,123
1181020202122 ,女,汉族,山西省,113,104,105
1181020202123 ,女,汉族,山西省,106,100,132
1181020202124 ,女,汉族,浙江省,109,133,120
1181020202125 ,男,汉族,浙江省,105,126,114
1181020202126 ,男,汉族,浙江省,106,134,117
1181020202127 ,男,汉族,浙江省,109,121,114
1181020202128 ,男,汉族,浙江省,103,119,110
1181020202129 ,男,汉族,浙江省,96,113,127
1181020202130 ,女,汉族,浙江省,98,126,107
1181020202131 ,男,汉族,浙江省,112,117,105
1181020202132 ,男,汉族,浙江省,95,127,114
1181020202133 ,男,汉族,浙江省,107,114,118
1181020202134 ,男,汉族,浙江省,106,122,111
1181020202135 ,男,汉族,浙江省,110,124,111
1181020202136 ,男,汉族,浙江省,103,124,109
1181020202137 ,男,汉族,浙江省,101,117,106
1181020202138 ,女,汉族,浙江省,111,124,98
1181020202139 ,女,汉族,浙江省,108,127,106
1181020202140 ,男,汉族,浙江省,100,121,107
1181020202141 ,男,朝鲜族,浙江省,100,109,120
1181020202142 ,男,汉族,浙江省,101,119,123
1181020202143 ,女,汉族,浙江省,107,119,99
1181020202144 ,女,汉族,浙江省,96,133,114
1181020202145 ,女,汉族,浙江省,112,108,108
1181020202146 ,男,汉族,安徽省,115,93,98
1181020202147 ,男,汉族,安徽省,109,98,79
1181020202148 ,男,汉族,安徽省,100,87,81
1181020202149 ,男,汉族,安徽省,98,80,100
1181020202150 ,女,汉族,安徽省,111,95,91
1181020202151 ,男,汉族,浙江省,106,109,97
1181020202152 ,男,汉族,浙江省,111,121,98
1181020202153 ,男,汉族,浙江省,96,123,123
1181020202154 ,女,汉族,浙江省,104,123,108
1181020202155 ,女,汉族,浙江省,113,126,84
1181020202156 ,男,汉族,浙江省,107,107,115
1181020202157 ,男,汉族,浙江省,96,129,106
1181020202158 ,男,汉族,浙江省,102,124,109
1181020202159 ,女,汉族,浙江省,99,122,107
1181020202160 ,男,汉族,浙江省,100,111,105
1181020202161 ,女,汉族,浙江省,111,119,109
1181020202162 ,男,汉族,浙江省,105,107,112
1181020202163 ,男,汉族,浙江省,109,91,109
1181020202164 ,女,汉族,浙江省,104,96,112
1181020202165 ,女,汉族,浙江省,101,118,107
1181020202166 ,女,汉族,浙江省,105,122,105
1181020202167 ,女,汉族,浙江省,99,108,113
1181020202168 ,男,汉族,浙江省,96,118,94
1181020202169 ,男,汉族,浙江省,107,141,94
1181020202170 ,女,汉族,浙江省,103,117,106
1181020202171 ,女,汉族,浙江省,98,115,93
1181020202172 ,女,汉族,浙江省,109,118,94
1181020202173 ,女,汉族,浙江省,109,116,101
1181020202174 ,男,汉族,浙江省,105,123,117
1181020202175 ,男,汉族,浙江省,105,117,104
1181020202176 ,男,汉族,浙江省,91,101,106
1181020202177 ,男,汉族,浙江省,99,79,106
1181020202178 ,女,汉族,浙江省,107,89,97
1181020202179 ,男,汉族,重庆市,108,112,98
1181020202180 ,女,汉族,重庆市,110,97,109
1181020202181 ,男,汉族,重庆市,98,98,113
1181020202182 ,男,汉族,重庆市,121,108,94
1181020202183 ,男,汉族,重庆市,93,104,104
1181020202184 ,女,汉族,重庆市,114,114,70
1181020202185 ,女,汉族,重庆市,120,125,89
1181020202186 ,男,汉族,重庆市,122,130,103
1181020202187 ,女,汉族,重庆市,114,106,87
1181020202188 ,女,汉族,重庆市,100,120,108
1181020202189 ,男,汉族,重庆市,108,92,94
1181020202190 ,男,汉族,重庆市,105,108,93
1181020202191 ,女,汉族,重庆市,107,112,89
1181020202192 ,男,汉族,重庆市,97,91,93
1181020202193 ,男,土家族,重庆市,105,118,86
1181020202194 ,男,汉族,重庆市,100,78,103
1181020202195 ,女,土家族,重庆市,100,105,81
1181020202196 ,女,汉族,重庆市,109,111,95
1181020202197 ,女,汉族,重庆市,118,104,72
1181020202198 ,女,汉族,重庆市,107,109,89
1181020202199 ,女,汉族,重庆市,106,95,86
1181020202200 ,女,汉族,重庆市,110,112,93
1181020202201 ,女,汉族,重庆市,111,107,77
1181020202202 ,女,汉族,重庆市,112,123,73
1181020202203 ,女,土家族,重庆市,113,67,97
1181020202204 ,女,汉族,重庆市,101,115,89
1181020202205 ,男,汉族,重庆市,110,113,84
1181020202206 ,女,土家族,重庆市,108,105,68
1181020202207 ,男,土家族,重庆市,85,100,104
1181020202208 ,女,汉族,重庆市,105,111,85
1181020202209 ,女,汉族,重庆市,107,111,103
1181020202210 ,女,汉族,重庆市,108,120,101
1181020202211 ,女,汉族,重庆市,115,104,120
1181020202212 ,女,汉族,重庆市,106,120,112
1181020202213 ,女,汉族,重庆市,97,115,115
1181020202214 ,女,汉族,重庆市,107,112,116
1181020202215 ,女,汉族,重庆市,108,87,107
1181020202216 ,女,土家族,重庆市,105,115,84
1181020202217 ,女,汉族,重庆市,108,103,108
1181020202218 ,女,汉族,重庆市,116,107,97
1181020202219 ,女,汉族,湖北省,104,120,100
1181020202220 ,女,汉族,湖北省,120,124,110
1181020202221 ,女,汉族,湖北省,102,90,123
1181020202222 ,男,汉族,湖北省,94,100,107
1181020202223 ,女,汉族,湖北省,97,90,122
1181020202224 ,男,汉族,湖北省,94,61,139
1181020202225 ,男,汉族,湖北省,88,85,123
1181020202226 ,女,汉族,湖北省,101,105,109
1181020202227 ,男,汉族,湖北省,94,89,118
1181020202228 ,女,汉族,湖北省,107,110,115
1181020202229 ,女,汉族,湖北省,117,130,93
1181020202230 ,男,汉族,湖北省,93,104,120
1181020202231 ,男,汉族,湖北省,110,91,101
1181020202232 ,男,汉族,湖北省,95,112,108
1181020202233 ,女,汉族,湖北省,116,68,118
1181020202234 ,女,汉族,湖北省,97,106,120
1181020202235 ,女,汉族,湖北省,96,122,105
1181020202236 ,女,回族,湖北省,113,118,122
1181020202237 ,男,汉族,湖北省,113,111,107
1181020202238 ,男,汉族,湖北省,104,89,115
1181020202239 ,女,汉族,湖北省,104,109,111
1181020202240 ,男,汉族,湖北省,100,106,113
1181020202241 ,男,汉族,湖北省,109,97,94
1181020202242 ,男,汉族,湖北省,105,105,114
1181020202243 ,女,汉族,湖北省,108,106,107
1181020202244 ,女,汉族,湖北省,106,122,99
1181020202245 ,女,汉族,湖北省,99,123,113
1181020202246 ,女,汉族,湖北省,98,117,91
1181020202247 ,男,汉族,湖北省,112,93,110
1181020202248 ,女,汉族,湖北省,108,109,106
1181020202249 ,男,汉族,湖北省,105,87,111
1181020202250 ,女,汉族,湖北省,104,118,106
1181020202251 ,女,汉族,湖北省,116,107,107
1181020202252 ,男,汉族,湖北省,90,106,107
1181020202253 ,男,汉族,湖北省,110,114,93
1181020202254 ,女,汉族,湖北省,103,113,127
1181020202255 ,女,土家族,湖北省,119,110,98
1181020202256 ,女,壮族,广西壮族自治区,119,92,87
1181020202257 ,女,壮族,广西壮族自治区,116,77,81
1181020202258 ,女,壮族,广西壮族自治区,110,82,80
1181020202259 ,女,汉族,广西壮族自治区,106,108,59
1181020202260 ,女,壮族,广西壮族自治区,104,88,60
1181020202261 ,男,壮族,广西壮族自治区,103,78,77
1181020202262 ,女,汉族,广西壮族自治区,111,93,73
1181020202263 ,女,壮族,广西壮族自治区,102,75,78
1181020202264 ,男,壮族,广西壮族自治区,96,72,90
1181020202265 ,女,汉族,广西壮族自治区,107,94,55
1181020202266 ,女,汉族,广西壮族自治区,92,100,57
1181020202267 ,男,阿昌族,云南省,106,98,101
1181020202268 ,女,汉族,云南省,119,101,111
1181020202269 ,女,汉族,云南省,111,100,86
1181020202270 ,女,汉族,云南省,107,103,93
1181020202271 ,男,汉族,山西省,111,73,109
1181020202272 ,男,汉族,山西省,106,105,101
1181020202273 ,女,汉族,山西省,118,112,85
1181020202274 ,女,汉族,海南省,,,
1181020202275 ,女,汉族,海南省,,,
1181020202276 ,女,汉族,海南省,,,
1181020202277 ,男,汉族,海南省,,,
1181020202278 ,女,汉族,海南省,,,
1181020202279 ,男,汉族,海南省,,,
1181020202280 ,女,黎族,海南省,,,
1181020202281 ,男,黎族,海南省,,,
1181020202282 ,女,黎族,海南省,,,
1181020202283 ,女,汉族,海南省,,,
1181020202284 ,女,黎族,海南省,,,
1181020202285 ,男,汉族,海南省,,,
1181020202286 ,男,汉族,海南省,,,
